"id_loja","nm_fantasia","nm_nome_loja","fl_produtos_especiais","nm_inscricao_estadual","tx_website","quantidade_skus","op_type","dt_process_stage","partition_ano_mes"
1118,Loja da Terceira Idade,Loja da Terceira Idade,"0","145455062116",www.lojadaterceiraidade.com.br,50,I,2023-11-27 00:01:03.000,"197001"
283,FRISPÝ,LOJA FRISPY,"0","353488580115",https://www.lojafrispy.com.br,30,I,2023-11-27 00:01:03.000,"197001"
463,Biosamer,Probiostore,"0","9087275504",www.biosamer.com,8,I,2023-11-27 00:01:03.000,"197001"
451,Casa do Fitness,Casa do Fitness,"0","258874180",www.casadofitness.com.br,200,I,2023-11-27 00:01:03.000,"197001"
1082,M2LIFE,M2LIFE,"0","9078594958",www.m2life.com.br/produtos,1,I,2023-11-27 00:01:03.000,"197001"
1121,Sobre Rodas,Sobre Rodas,"0","122337611111",www.sobre4rodas.com.br,80,I,2023-11-27 00:01:03.000,"197001"
1256,CURADEN SWISS DO BRASIL - IMPORTACAO E EXPORTACAO LTDA.,Curaprox Brasil,"0","636288923116",https://www.loja.curaprox.com.br,100,I,2023-11-27 00:01:03.000,"197001"
308,Sm Fraldas,Sm Fraldas,"0","492.943.639.111",www.smfraldas.com.br,30,I,2023-11-27 00:01:03.000,"197001"
931,Farma Descontão,Farma Descontão,"0","0000",https://www.farmadescontao.com.br,50,I,2023-11-27 00:01:03.000,"197001"
1127,Arôme de Capelin,Arôme de Capelin,"0","0560098464",www.aromedecapelin.com.br,500,I,2023-11-27 00:01:03.000,"197001"
50,Max Farma,FarmaCWB,"0","9075624171",,1000,I,2023-11-27 00:01:03.000,"197001"
224,Extrat Professional,Extrat & Invcitus Men,"1","141.978.585.111",www.extratprofessional.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
284,Youbeauty,YouBeauty Company,"1","08848829",https://loja.youngerderm.com.br,10,I,2023-11-27 00:01:03.000,"197001"
90,TESTE HUNTING - HETORE,TESTE HUNTING,"0","999999999999",,5000,I,2023-11-27 00:01:03.000,"197001"
444,E.pipi,E.pipi,"0","133.092.216.116",epipi.com.br,4,I,2023-11-27 00:01:03.000,"197001"
1041,Kids Baby Hercules,Kids Baby Hercules,"0","675.128.630.110",,60,I,2023-11-27 00:01:03.000,"197001"
1226,Mãe Kalli chás premium e cosméticos naturais,Mãe Kalli chás prem e cosmetic natur,"0","121.873.635.110",www.maekalli.com.br,60,I,2023-11-27 00:01:03.000,"197001"
1349,Região Vendas,Região Vendas,"0","13.307.997",,30,I,2023-11-27 00:01:03.000,"197001"
1039,Yaffa Toys,Yaffa,"0","143681047110",,600,I,2023-11-27 00:01:03.000,"197001"
1090,Tudo de Bom Shop,Tudo de Bom Shop,"0","299.098.729.115",,1000,I,2023-11-27 00:01:03.000,"197001"
160,Beleza Vip Cosméticos,Beleza Vip,"0","209785439118",www.vipbeleza.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
184,Purus,Purus,"1","0963852140",,30,I,2023-11-27 00:01:03.000,"197001"
346,Dynamis materiais,DynamisLife,"0","083665706",,50,I,2023-11-27 00:01:03.000,"197001"
1148,New Express,New Express - Comércio de Varejo Online,"0","083856420",,500,I,2023-11-27 00:01:03.000,"197001"
223,Leão Leãozinho,LEAO LEAOZINHO,"0","142.328.681.116",WWW.LEAOLEAOZINHO.COM.BR,1000,I,2023-11-27 00:01:03.000,"197001"
124,Kamaleão Color,Kamaleão Color,"1","788268300109",https://www.lojakamaleaocolor.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
272,LVB Commerce,LVB Commerce,"0","487.141.421.112",,500,I,2023-11-27 00:01:03.000,"197001"
1372,Barbour¿s Beauty,Group BARBOUR¿S BEAUTY,"1","124335156116",www.thebarboursbeauty.com.br,11,I,2023-11-27 00:01:03.000,"197001"
1003,Xtratus Endurance,Xtratus,"1","136.504.506.113",www.xtratus.com.br,7,I,2023-11-27 00:01:03.000,"197001"
1122,POWER ENERGY,Power Energy,"1","9098510416",www.poweralimentos.com.br,3,I,2023-11-27 00:01:03.000,"197001"
1189,Crescer Soluções,Crescer Soluções,"0","0020194360032",,10,I,2023-11-27 00:01:03.000,"197001"
557,Victorie Royale,Victorie Royale,"1","407690896110",https://www.victoreiroyale.com.br,50,I,2023-11-27 00:01:03.000,"197001"
805,Sezz Store,Sezz Cosmetique,"1","9054395458",https://www.sezzstore.com.br,150,I,2023-11-27 00:01:03.000,"197001"
1137,Bahia Delivery,Bahia Delivery,"0","164712986",www.bahiadelivery.com.br,500,I,2023-11-27 00:01:03.000,"197001"
371,ALORA,ALORA,"0","0963895982",www.aloracosmeticos.com.br,4,I,2023-11-27 00:01:03.000,"197001"
367,Skafe Cosméticos,Skafe Cosméticos,"1","11.872.255",,200,I,2023-11-27 00:01:03.000,"197001"
296,Depil Bella & Raavi,Depil Bella & Raavi,"1","206.646.340.116",,250,I,2023-11-27 00:01:03.000,"197001"
300,OC Medical,OC Medical,"0","9094556853",,1000,I,2023-11-27 00:01:03.000,"197001"
64,Mundo Dakini,Mundo Dakini,"0","645.988.311.111",,1000,I,2023-11-27 00:01:03.000,"197001"
483,Kerpen Cosméticos,Kerpen Cosméticos,"1","353515141117",,200,I,2023-11-27 00:01:03.000,"197001"
1369,Lab.738,Lab.738,"0","261633341",https://www.lab738.com.br,200,I,2023-11-27 00:01:03.000,"197001"
594,Compre Certo,Compre Certo,"0","7019662880055",,500,I,2023-11-27 00:01:03.000,"197001"
1149,Provoke Skin,Provoke,"1","13870724619",provokeskin.com,3,I,2023-11-27 00:01:03.000,"197001"
1078,Cirurgica Barone,Cirurgica Barone,"0","633.372.073.115",https://www.cirurgicabarone.com.br,800,I,2023-11-27 00:01:03.000,"197001"
1201,Polyane Navarrete Gonçalves Bertoni,Yoga Maria Modas,"0","310.046.673.118",,30,I,2023-11-27 00:01:03.000,"197001"
1336,Teste marketplace shop,Teste marketplace shop,"0","1233",,12,I,2023-11-27 00:01:03.000,"197001"
149,Marketing Brasil 28,Marketing Brasil 28,"0","36387029000115",,30,I,2023-11-27 00:01:03.000,"197001"
546,Free Power Suplementos,Freeps Nutrition,"0","105.086.316",https://www.freeps.com.br,6,I,2023-11-27 00:01:03.000,"197001"
665,oiii,oiii,"0","1022222277777777",,2000,I,2023-11-27 00:01:03.000,"197001"
689,Aurea Produtos Naturais,Aurea,"0","6603033",,50,I,2023-11-27 00:01:03.000,"197001"
868,CIRURGICA MEDIC,CIRURGICA MEDIC,"0","669.704.865.116",www.cirurgicamedic.com.br,700,I,2023-11-27 00:01:03.000,"197001"
939,Eleonel Variedades,Púrpura Parfum,"0","124203296117",,10,I,2023-11-27 00:01:03.000,"197001"
1284,Remyntima,Moda Marcante,"0","535370100110",,500,I,2023-11-27 00:01:03.000,"197001"
482,MA Hospitalar,MA Hospitalar,"0","0962999130",www.mahospitalar.com.br,200,I,2023-11-27 00:01:03.000,"197001"
704,outletcondor,outletcondor,"0","225.447.525.110",,50,I,2023-11-27 00:01:03.000,"197001"
733,Malu Boutique Sensual,Malu Boutique Sensual,"0","262151901",,50,I,2023-11-27 00:01:03.000,"197001"
1062,AMD BRINDES,DÓIA KIDS,"0","121365347110",,200,I,2023-11-27 00:01:03.000,"197001"
266,XFORCE SHOP,XFORCE SHOP,"0","119237559117",www.xforcesuplementos.com.br,600,I,2023-11-27 00:01:03.000,"197001"
517,Central Nutri Esportiva,Central Nutri Esportiva,"0","46.486.157000170",www.centralnutriesportiva.com.br,100,I,2023-11-27 00:01:03.000,"197001"
452,SKMBELEZA,SKMBELEZA,"0","122.196.432.114",,800,I,2023-11-27 00:01:03.000,"197001"
475,Sensorial Cosméticos,Sensorial Cosméticos,"0","125.259.861.111",www.sensorialcosmeticos.com,200,I,2023-11-27 00:01:03.000,"197001"
374,Lbb Distribuidora,Bojena,"0","11.174.469",www.bojena.com.br,200,I,2023-11-27 00:01:03.000,"197001"
82,DM imports,DM Imports,"0","999999",,30,I,2023-11-27 00:01:03.000,"197001"
1205,Uberfit Fábrica de Doces,Uberfit Doces Zero,"1","0029851560073",http://uberfitdoceszero.com.br,14,I,2023-11-27 00:01:03.000,"197001"
1168,BURITIS CONFECCOES E COMERCIO,Buritis Confecções,"1","795763918119",www.buritisconfeccoes.combr,5,I,2023-11-27 00:01:03.000,"197001"
973,Vills Perfumaria,VILLS PERFUMARIA,"0","35237079339",,500,I,2023-11-27 00:01:03.000,"197001"
1317,Fran makes,FRAN MAKES,"0","10.555.7889",,4000,I,2023-11-27 00:01:03.000,"197001"
415,IRR VARIEDADES E PERFUMARIA,IRR VARIEDADES E PERFUMARIA,"0","799603297118",,1000,I,2023-11-27 00:01:03.000,"197001"
72,Linha Saúde Suplementos,MRM Saúde Comércio de Suplementos LTDA,"0","0580155234",www.linhasaude.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
188,QBI GROUP,QBI GROUP,"0","9097735473",,100,I,2023-11-27 00:01:03.000,"197001"
225,LCS CORP,LCS CORP,"0","438.535.926.119",,30,I,2023-11-27 00:01:03.000,"197001"
622,Duotrato Cosméticos,Duotrato Cosméticos,"1","103185160",www.duotrato.com.br,89,I,2023-11-27 00:01:03.000,"197001"
1408,Verde Terra,Loja Verde Terra,"0","9066800846",www.lojaverdeterra.com.br,250,I,2023-11-27 00:01:03.000,"197001"
570,Botica da Pri,Botica da Pri,"0","1311132665113",www.boticadapri.com.br,214,I,2023-11-27 00:01:03.000,"197001"
1210,Drogasil Siqueira Campos,Drogasil3135,"0","61585865057420",,66715,I,2023-11-27 00:01:03.000,"197001"
962,Vivasal,Vivasal,"1","797954464113",https://www.vivasal.com.br,20,I,2023-11-27 00:01:03.000,"197001"
682,AzimuteNutri,AzimuteNutri,"0","138038600111",,10,I,2023-11-27 00:01:03.000,"197001"
781,Youmatter Cosméticos,Youmatter Cosméticos,"0","310.968.288.110",https://hiskinclareador.com.br,30,I,2023-11-27 00:01:03.000,"197001"
1068,LAKMA NUTRI,LAKMA,"1","495237930113",,12,I,2023-11-27 00:01:03.000,"197001"
1266,PURA QUÍMICA,PURA QUÍMICA,"0","12780370",loja.menu/puraquimica,1000,I,2023-11-27 00:01:03.000,"197001"
753,Mais Bella Drogaria,Mais Bella Drogaria,"0","131725790115",,3,I,2023-11-27 00:01:03.000,"197001"
141,Glam,Glam,"0","562440676116",,1000,I,2023-11-27 00:01:03.000,"197001"
1098,Rede Droga Freitas,rede droga freitas,"0","492090830113",,9900,I,2023-11-27 00:01:03.000,"197001"
1344,Drogarias Campeã,Drogarias Campeã,"1","278.535.794.114",,1000,I,2023-11-27 00:01:03.000,"197001"
1350,Bioexotic Cosmiatria e Estética,Bioexotic,"1","77.474.773",https://loja.bioexotic.com.br,600,I,2023-11-27 00:01:03.000,"197001"
1208,Dona Cegonha Importados,Dona Cegonha,"0","697197486110",https://donacegonhaimportados.com.br,20,I,2023-11-27 00:01:03.000,"197001"
1277,Casa da Índia,Casa da Índia,"1","0627543380071",www.casadaindia.com.br,10,I,2023-11-27 00:01:03.000,"197001"
359,Infynyty,Distribuidora Infynyty,"0","11357067",,200,I,2023-11-27 00:01:03.000,"197001"
387,NATUKURA,NATUKURA,"1","125.228.405.119",www.natukura.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
820,Yuper,Yuper,"0","206835018118",www.yuper.com.br,15,I,2023-11-27 00:01:03.000,"197001"
1257,RENOFORCE,RENOFORCE SUPLEMENTOS,"0","083.081.097",,250,I,2023-11-27 00:01:03.000,"197001"
419,CWB CUIDADOS,cuidadosnaweb.com.br,"0","9085159787",WWW.cuidadosnaweb.com.br,400,I,2023-11-27 00:01:03.000,"197001"
863,Shop Tigers,TigersNutrition,"1","125048550117",,50,I,2023-11-27 00:01:03.000,"197001"
1471,Nakup Saúde,Nakup Saúde,"0","454984164116",,450,I,2023-11-27 00:01:03.000,"197001"
1215,Bela Perfumes & Acessóros,Bela Perfumes & Acessóros,"0","9102159494",,100,I,2023-11-27 00:01:03.000,"197001"
386,Daikin,Daikin,"0","147.573.105.113",,6,I,2023-11-27 00:01:03.000,"197001"
578,Corpo em Dia,Corpo em Dia,"0","600.081.707.110",,20,I,2023-11-27 00:01:03.000,"197001"
151,DoseOn Suplementos Alimentares,DoseOn Suplementos Alimentares,"0","181.518.423.112",www.doseonsuplementos.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
664,lenita Baby,lenita Baby Atacado,"0","138887884119",,2000,I,2023-11-27 00:01:03.000,"197001"
784,Cachola da Olivia,Cachola da Olivia,"1","144053217118",www.cacholadaolivia.com.br,1,I,2023-11-27 00:01:03.000,"197001"
1368,TRISEX,TSX ONLINE,"0","0963967142",,1000,I,2023-11-27 00:01:03.000,"197001"
1079,Delícia de Banana,Delícia de Banana,"0","122953359110",www.deliciadebanana.com.br,30,I,2023-11-27 00:01:03.000,"197001"
1191,AEOU Instrumentais Cirúrgicos,AEOU Instrumentais Cirúrgicos,"0","798.811.782.114",www.aeou.com.br,135,I,2023-11-27 00:01:03.000,"197001"
1303,POMA PRODUTOS NATURAIS,POMA PRODUTOS NATURAIS,"0","9064472078",,1000,I,2023-11-27 00:01:03.000,"197001"
672,Magia da Cor Esmalteria,Magia da Cor Esmalteria,"0","9069532508",https://www.magiadacoresmalteria.com.br,30,I,2023-11-27 00:01:03.000,"197001"
1035,Marieta Ecommerce,Marieta,"0","799476471111",,1000,I,2023-11-27 00:01:03.000,"197001"
431,Maluzela,Maluzela,"1","7011727527",,190,I,2023-11-27 00:01:03.000,"197001"
136,Breyer & Cia Ltda,Breyer & Cia Ltda,"1","3010215853",www.breyer.ind.br,100,I,2023-11-27 00:01:03.000,"197001"
259,Hospicenter,Hospicenter - Conceito em Saúde,"0","10.766.8866",www.hospicenter.com.br,,I,2023-11-27 00:01:03.000,"197001"
410,BJM GROUP,DRINK BIZZI,"1","138295036115",,2,I,2023-11-27 00:01:03.000,"197001"
668,Jo'Moussie,Jo'Moussie,"0","304.197.957.115",jomoussie.com.br,10,I,2023-11-27 00:01:03.000,"197001"
200,Empório Naturalista,Empório Naturalista,"0","140882895114",www.emporionaturalista.com.br,100,I,2023-11-27 00:01:03.000,"197001"
287,Le Paquet Laboratoires,Le Paquet,"0","138311608116",,30,I,2023-11-27 00:01:03.000,"197001"
533,Dosi Service,Dosi Service,"0","0000",,20000,I,2023-11-27 00:01:03.000,"197001"
466,World Queen,World Queen,"1","15.033.536.112",worldqueenbrasil.com.br,200,I,2023-11-27 00:01:03.000,"197001"
1146,Defender Hair,MPF Suplementos,"1","0798659900128",,5,I,2023-11-27 00:01:03.000,"197001"
1011,Carolina Isoppo,Novva,"0","262040484",www.mercadonovva.com.br,14,I,2023-11-27 00:01:03.000,"197001"
716,DENTAL ALL,DENTAL ALL,"0","7023131280027","www,dentalall.com.br",400,I,2023-11-27 00:01:03.000,"197001"
1301,Lider Produtos,Lider Produtos,"0","305.238.648.118",www.liderprodutos.com.br,180,I,2023-11-27 00:01:03.000,"197001"
1333,ILike Professional,iLike Pro,"1","135.081.540.119",www.ilikeprofessional.com.br,95,I,2023-11-27 00:01:03.000,"197001"
1214,ORTOPEDIA BRASIL ONLINE,MULTI CUIDADO ORTOPEDIA LTDA,"0","9083489151",www.ortopediabrasil.online,150,I,2023-11-27 00:01:03.000,"197001"
1353,À Orgânica,À Orgânica,"0","714.183.535.117",https://aorganica.com,50,I,2023-11-27 00:01:03.000,"197001"
101,Noviole,Noviole,"1","11667570",www.noviole.com,30,I,2023-11-27 00:01:03.000,"197001"
60,PS20 Soluções,Fig E,"0","0000",https://fig-e.lojaintegrada.com.br,30,I,2023-11-27 00:01:03.000,"197001"
54,Bucaltech,Bucaltech,"0","798258220117",,100,I,2023-11-27 00:01:03.000,"197001"
657,CabeloSecret,Cabelo Secret,"0","12.033.893",www.cabelostore.com.br,10,I,2023-11-27 00:01:03.000,"197001"
541,Vittalive E-commerce de Saúde e Beleza,Vittalive Saúde e Beleza,"0","587.475.288.119",www.vittalive.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
442,FID COMEX,FID COMEX,"0","0027488630068",,1145,I,2023-11-27 00:01:03.000,"197001"
1103,********,Promo de Mãe,"0","0000",,4,I,2023-11-27 00:01:03.000,"197001"
394,Frutto Cosmeticos,kamylla Gomes Batista de Oliveira,"1","43643560028",,10,I,2023-11-27 00:01:03.000,"197001"
1437,FABIIMPORTTS,FabiImports,"0","131.319.481.113",,95,I,2023-11-27 00:01:03.000,"197001"
241,Diapharma,DiaPharma,"0","147.153.408.113",www.diapharma.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
293,Vita Shopping Brasil,Vita Shopping Brasil,"0","0000000000",https://www.vitashoppingbrasil.com.br,150,I,2023-11-27 00:01:03.000,"197001"
364,OH WELL,OH WELL,"0","130.396.092.110",ohwell.com.br,8,I,2023-11-27 00:01:03.000,"197001"
365,Bell-Nutry Beleza e Nutrição,Bell-Nutry Beleza e Nutrição,"0","9097472600",www.cabellestorepr.com.br,20,I,2023-11-27 00:01:03.000,"197001"
155,loja 7,Loja 7,"0","083753583",,1000,I,2023-11-27 00:01:03.000,"197001"
1069,senior moldes plasticos ltda,DOIA KIDS,"0","626673921110",,190,I,2023-11-27 00:01:03.000,"197001"
751,BE.NATO,usebenato.com.br,"0","0038968520089",usebenato.com.br,13,I,2023-11-27 00:01:03.000,"197001"
869,tQuímica,allcool,"1","063118351",www.tquimica.com.br,2,I,2023-11-27 00:01:03.000,"197001"
1046,maxxifios,maquiagem.shop,"0","128.800.225.118",www.maquiagem.shop,200,I,2023-11-27 00:01:03.000,"197001"
649,LojaWM,LojaWM,"0","130746970119",https://www.lojawm.com.br,250,I,2023-11-27 00:01:03.000,"197001"
1401,Farma Cosméticos,Farma Cosméticos,"0","135.053.245.111",,100,I,2023-11-27 00:01:03.000,"197001"
1106,Phyto Natura,MENO Suplementos,"0","12827903",,2,I,2023-11-27 00:01:03.000,"197001"
934,ZP COSMÉTICOS,KPRICHE DIGITAL,"0","9094633785",,10,I,2023-11-27 00:01:03.000,"197001"
1117,Donzelita,Oligoderm Saude Beleza e Bem Estar,"0","647898300110",www.donzelita.com,6,I,2023-11-27 00:01:03.000,"197001"
885,Caps New,CapsNew-Suplementos originais,"1","109647157",capsnew.com.br,15,I,2023-11-27 00:01:03.000,"197001"
601,RWMED,RWMED,"0","121392567113",www.rwmed.com.br,60,I,2023-11-27 00:01:03.000,"197001"
1357,RW PRODUTOS E FERRAMENTAS EM GERAL,Farmacia Brasileira,"0","136096045118",https://farmaciabrasileira.com.br,20,I,2023-11-27 00:01:03.000,"197001"
76,Gioye Beauty,Gioye Beauty,"0","185399636",https://gioyebeauty.com.br,30,I,2023-11-27 00:01:03.000,"197001"
952,Nails Art Duda,Nails Art Duda,"0","0570373310",,2000,I,2023-11-27 00:01:03.000,"197001"
960,VARINHA,LOJA VARINHA,"0","587.388.171.111",www.varinha.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
256,Papelaria Blau,Papelaria Blau,"0","0720150833",www.papelariablau.com.br,5000,I,2023-11-27 00:01:03.000,"197001"
238,Wtec Sistemas Biomédicos,Wtec Sistemas Biomédicos,"0","224.117.717.119",,30,I,2023-11-27 00:01:03.000,"197001"
260,Premier Hair Professional,Premier Hair,"0","438.454.518.110",https://www.lojapremierhair.com.br,,I,2023-11-27 00:01:03.000,"197001"
462,M.I.C. Mult Investiment Company,Sakura Cosmeticos SK,"0","131184692115",,112,I,2023-11-27 00:01:03.000,"197001"
653,Elaine Magazine,Elaine Magazine,"0","377010625117",www.elainemagazineonline.com.br,5000,I,2023-11-27 00:01:03.000,"197001"
1409,Ferreira Comercio,Ferreira Comercio,"0","110268636",,1,I,2023-11-27 00:01:03.000,"197001"
754,persell,persell,"0","0000",,60,I,2023-11-27 00:01:03.000,"197001"
986,SALAO & CIA,Allium Cosmeticos,"1","003162251.0003",,200,I,2023-11-27 00:01:03.000,"197001"
1229,SexShop,SexshopBrasiNet,"0","714.164.674.119",sexshopbrasil.net.br,300,I,2023-11-27 00:01:03.000,"197001"
1192,Bela Essência,Bela Essência,"0","255834580",,300,I,2023-11-27 00:01:03.000,"197001"
1270,ASK Dermocosméticos,ASK Dermocosméticos,"0","9099335367",www.askdermocosmeticos.com.br,26,I,2023-11-27 00:01:03.000,"197001"
1461,Farma Mais Barato,Farma Mais Barato,"0","9095031592",,5000,I,2023-11-27 00:01:03.000,"197001"
34,Cha do Personal,Cha do Personal,"0","9088164986",www.chadopersonal.com.br,30,I,2023-11-27 00:01:03.000,"197001"
317,academia crossfit agudos,jota suplementos,"0","156059001119",,30,I,2023-11-27 00:01:03.000,"197001"
92,Evodene,Evodene,"1","121.451.085.110",,30,I,2023-11-27 00:01:03.000,"197001"
121,TAQUAFITNESS,TAQUAFITNESS NUTRIÇÃO E SAÚDE,"0","684.151.998.112",www.taquafitness.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
983,CCM,CCM Nutrition,"0","46071500060",www.ccmnutrition.com.br,100,I,2023-11-27 00:01:03.000,"197001"
476,Loja Be Leve,Loja Be Leve,"0","636.454.790.115",www.lojabeleve.com.br,200,I,2023-11-27 00:01:03.000,"197001"
575,Lifetime,Parashop,"0","78769920",,20,I,2023-11-27 00:01:03.000,"197001"
576,TDB REPRESENTAÇÕES,TDB REPRESENTAÇÕES,"0","15.643.9280",,10,I,2023-11-27 00:01:03.000,"197001"
1312,Eligens Brasil,Eligens,"0","138354097119",eligens.io,2,I,2023-11-27 00:01:03.000,"197001"
1244,Feel Alive,Feel Alive +,"0","13937798000144",,20,I,2023-11-27 00:01:03.000,"197001"
1356,Bella Malli,Bella Malli,"0","206.233.700.110",www.bellamalli.com.br,5,I,2023-11-27 00:01:03.000,"197001"
1440,Linha Andreza Goulart,Andreza Goulart MAKE & BODY,"1","004523790.0003",http://www.linhaandrezagoulart.com.br,10,I,2023-11-27 00:01:03.000,"197001"
220,G3L distribuidora,Saudável e Cia E-commerce,"0","163227381",,5000,I,2023-11-27 00:01:03.000,"197001"
528,STUDIO J STORE,STUDIO J STORE,"0","128.445.853",,800,I,2023-11-27 00:01:03.000,"197001"
543,Nutriela Produtos Naturais,Nutriela Produtos Naturais,"0","256.875.685",www.nutriela.com.br,30,I,2023-11-27 00:01:03.000,"197001"
577,Casa Da Vida,Farmácia Droga Nova,"1","639180282110",www.farmaciadroganova.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
1427,Anyfarma,Anyfarma,"0","799.483.111.116",,12,I,2023-11-27 00:01:03.000,"197001"
183,Fisiosmart,Fisiosmart,"0","140733445111",www.fisiosmart.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
786,Loja Canto da Enfermagem,Loja Canto da Enfermagem,"0","379405200113",,500,I,2023-11-27 00:01:03.000,"197001"
942,LOVE SAUDE,Amo Saúde,"0","0039216500050",lovesaude.com.br,300,I,2023-11-27 00:01:03.000,"197001"
785,Scolari Profissional,Scolari Cosméticos,"0","255571364",https://www.scolaricosmeticos.com.br,30,I,2023-11-27 00:01:03.000,"197001"
549,Cosméticos Virtual,Loja Duetto Super,"1","310559810118",https://duettosuper.com.br,250,I,2023-11-27 00:01:03.000,"197001"
1325,AURA COMPANY,Neuro brain,"0","46890690095",,200,I,2023-11-27 00:01:03.000,"197001"
96,Franca Hospitalar,Franca Hospitalar,"0","310.641.590.118",https://francahospitalar.com.br,100,I,2023-11-27 00:01:03.000,"197001"
1139,Ghera,Ghera Cosméticos,"0","123.162.337.119",www.gheracosmeticos.com.br,88,I,2023-11-27 00:01:03.000,"197001"
542,UnicaFor Nutrition,UnicaFor Nutrition,"1","23237110000",www.unicafor.com.br,1,I,2023-11-27 00:01:03.000,"197001"
1415,ELEMENTS COMÉRCIO DE COSMÉTICOS LTDA,ELEMENTS COSMÉTICOS,"0","135114875113",elementscosmeticos.com.br,40,I,2023-11-27 00:01:03.000,"197001"
130,BEVROCK BEVERAGE,BEVROCK BEVERAGE LTDA,"1","109452399",bevrock.com.br,30,I,2023-11-27 00:01:03.000,"197001"
221,Formulados Farma',formuladosfarma,"1","206606000112",https://formulados.com.br,100,I,2023-11-27 00:01:03.000,"197001"
281,CAMILMED,CAMIL MED PRODUTOS MÉDICOS,"0","11711707",https://www.instagram.com/camil_med,100,I,2023-11-27 00:01:03.000,"197001"
464,Polar Store,Polar Store,"0","799621268110",www.polarstore.com.br,150,I,2023-11-27 00:01:03.000,"197001"
956,Agua na Caixa®,Agua na Caixa®,"1","118459335117",,9,I,2023-11-27 00:01:03.000,"197001"
1180,Rafaello Store,Rafaello Store,"0","261329502",,100,I,2023-11-27 00:01:03.000,"197001"
1061,Rosendo importados,Rosendo importados,"0","43194910035",,10,I,2023-11-27 00:01:03.000,"197001"
1165,Happy Mercado,Happy Mercado,"0","12.880.782",,300,I,2023-11-27 00:01:03.000,"197001"
1253,Sul Sementes,Sul Sementes,"0","1060153650",www.sulsementes.com.br,15,I,2023-11-27 00:01:03.000,"197001"
1238,Multimix da Beleza,Multimix da Beleza,"0","121.766.332.117",www.multimixdabeleza.com.br,500,I,2023-11-27 00:01:03.000,"197001"
1363,Boom Store,Boom Store,"0","125.669.030.110",,30,I,2023-11-27 00:01:03.000,"197001"
589,pão do céu,pão do céu,"1","149.897.316.115",,8,I,2023-11-27 00:01:03.000,"197001"
1462,VIVAT BEAUTY,VIVAT IMPORTACAO LTDA,"0","720106859113",https://www.vivat.com.br,800,I,2023-11-27 00:01:03.000,"197001"
999,Derma Clean,Derma Clean Cosméticos,"1","3672814680065",https://www.dermacleancosmeticos.com.br,65,I,2023-11-27 00:01:03.000,"197001"
303,Loja da Vivi Cosméticos,Loja da Vivi,"0","261905414",www.lojadaviviunhas.com.br,2000,I,2023-11-27 00:01:03.000,"197001"
1419,Icereais Brasil,Icereais Brasil,"0","708.308.302.116",www.icereais.com.br,100,I,2023-11-27 00:01:03.000,"197001"
871,Sunfox Brasil,Sunfox,"0","636.446.351.114",,60,I,2023-11-27 00:01:03.000,"197001"
1396,CLUBE LOVE FUNK,CLUBELOVEFUNK,"0","206860927118",,2,I,2023-11-27 00:01:03.000,"197001"
1022,NATURANCE BRASIL,NATURANCE BRASIL,"1","122.343.212.115",,10,I,2023-11-27 00:01:03.000,"197001"
677,SER Medical,SER Medical,"0","647587485112",,100,I,2023-11-27 00:01:03.000,"197001"
173,Sempre Viva,Farmácia Sempre Viva,"0","3243322040060",farmaciasempreviva.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
232,Lemis Store,Lemis Store,"0","495.212.680.113",https://lojalemis.com/beleza,1000,I,2023-11-27 00:01:03.000,"197001"
258,Jm encapsule,Jm encapsul,"1","575016887118",,30,I,2023-11-27 00:01:03.000,"197001"
878,Pedido Secreto,PS Shop,"0","0038564230062",,150,I,2023-11-27 00:01:03.000,"197001"
247,THE BARBER SHOP,THE BARBER SHOP,"0","483.056.865.111",thebarbershop.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
285,Grupo Ells,Loja Salles Profissional,"1","669.430.091.113",www.lojasallesprofissional.com.br,250,I,2023-11-27 00:01:03.000,"197001"
928,Alexdan,Alexdan,"0","626480895113",www.alexdan.com.br,30,I,2023-11-27 00:01:03.000,"197001"
396,Perfumaria e Cosméticos Attuale,Perfumaria e Cosméticos Attuale,"0","00000000",,800,I,2023-11-27 00:01:03.000,"197001"
766,GRUPO ALFA,ALFA E-COMMERCE,"0","42474960090",,100,I,2023-11-27 00:01:03.000,"197001"
790,Lui Cosméticos,luicosmetcicos,"1","278.155.430.118",,250,I,2023-11-27 00:01:03.000,"197001"
453,Dona Flor smo,Dona Flor smo,"0","261588028",,20,I,2023-11-27 00:01:03.000,"197001"
841,ShopVita,ShopVita,"0","0990599661",www.shopvita.com.br,100,I,2023-11-27 00:01:03.000,"197001"
